Source,Target,Weight
"Maddicks, Arthur Art",Pyro / Allerdyce Johnn,6
Spider-woman Ii / Juli,Pyro / Allerdyce Johnn,5
Cyclops / Scott Summer,Pyro / Allerdyce Johnn,12
Beast / Henry &hank& P,Pyro / Allerdyce Johnn,11
Angel / Warren Kenneth,Pyro / Allerdyce Johnn,10
Marvel Girl / Jean Grey,Pyro / Allerdyce Johnn,10
Firefist / Rusty Colli,Pyro / Allerdyce Johnn,10
Cannonball Ii / Sam Gu,Pyro / Allerdyce Johnn,11
Professor X / Charles,Pyro / Allerdyce Johnn,7
Storm / Ororo Munroe S,Pyro / Allerdyce Johnn,14
Nightcrawler / Kurt Wa,Pyro / Allerdyce Johnn,10
Shadowcat / Katherine,Pyro / Allerdyce Johnn,11
Spiral,Pyro / Allerdyce Johnn,15
Avalanche / Dominic Pe,Pyro / Allerdyce Johnn,44
Rogue  / ,Pyro / Allerdyce Johnn,16
Avalanche / Dominic Pe,"Mactaggert, Moira Ki",5
Avalanche / Dominic Pe,Wolverine / Logan,11
Avalanche / Dominic Pe,Forge,8
Avalanche / Dominic Pe,"Summers, Madelyne Ma",7
Avalanche / Dominic Pe,Dazzler Ii / Allison B,5
Avalanche / Dominic Pe,Destiny Ii / Irene Adl,29
Avalanche / Dominic Pe,Beast / Henry &hank& P,9
Avalanche / Dominic Pe,Iceman / Robert Bobby,7
Avalanche / Dominic Pe,Boomer / Tabitha Smith,6
Avalanche / Dominic Pe,Marvel Girl / Jean Grey,7
Avalanche / Dominic Pe,Leech,5
Avalanche / Dominic Pe,Angel / Warren Kenneth,8
Avalanche / Dominic Pe,Skids / Sally Blevins,9
Avalanche / Dominic Pe,Rictor / Julio Esteban,6
Avalanche / Dominic Pe,Wolfsbane / Rahne Sinc,6
Avalanche / Dominic Pe,Cyclops / Scott Summer,9
Avalanche / Dominic Pe,Professor X / Charles,6
Avalanche / Dominic Pe,Spiral,18
Avalanche / Dominic Pe,"Cooper, Dr. Valerie",12
Captain America,Avalanche / Dominic Pe,6
Rogue  / ,Avalanche / Dominic Pe,16
Quicksilver / Pietro M,Avalanche / Dominic Pe,5
Psylocke / Elisabeth B,Avalanche / Dominic Pe,7
Colossus Ii / Peter Ra,Avalanche / Dominic Pe,13
Havok / Alex Summers,Avalanche / Dominic Pe,8
Longshot,Avalanche / Dominic Pe,5
Scarlet Witch / Wanda,Avalanche / Dominic Pe,5
Storm / Ororo Munroe S,Avalanche / Dominic Pe,11
Shadowcat / Katherine,Avalanche / Dominic Pe,10
Firefist / Rusty Colli,Avalanche / Dominic Pe,9
Spider-woman Ii / Juli,Avalanche / Dominic Pe,5
Cannonball Ii / Sam Gu,Avalanche / Dominic Pe,5
"Maddicks, Arthur Art",Avalanche / Dominic Pe,6
Nightcrawler / Kurt Wa,Avalanche / Dominic Pe,11
Usagent / Captain John,Avalanche / Dominic Pe,5
Rogue  / ,Forge,34
Rogue  / ,Ant-man / Dr. Henry J.,15
Rogue  / ,"Mactaggert, Moira Ki",40
Rogue  / ,Human Torch / Johnny S,44
Rogue  / ,Shadowcat / Katherine,101
Rogue  / ,Longshot,54
Rogue  / ,Captain America,48
Rogue  / ,Enchantress / Amora / He,10
Rogue  / ,Volcana / Marsha Rosen,12
Rogue  / ,Captain Marvel Ii / Mo,18
Rogue  / ,Hawk,27
Rogue  / ,Sunfire / Shiro Yoshid,11
Rogue  / ,Callisto,23
Rogue  / ,"Summers, Madelyne Ma",40
Rogue  / ,Mr. Sinister / Nathan,17
Rogue  / ,Polaris / Lorna Dane,51
Rogue  / ,"Summers, Nathan Chri",36
Rogue  / ,Wrecker Iii / Dirk Gar,12
Rogue  / ,Absorbing Man / Carl C,13
Rogue  / ,Klaw / Ulysses Klaw,7
Rogue  / ,"Gyrich, Henry Peter",8
Rogue  / ,Raza Longknife,8
Rogue  / ,Nightcrawler / Kurt Wa,130
Rogue  / ,Spider-woman / Jessica,5
Rogue  / ,Sabretooth / Victor Cr,19
Rogue  / ,Cypher / Doug Ramsey,16
Rogue  / ,Banshee / Sean Cassidy,20
Rogue  / ,"Tilby, Trish / Patrici",23
Rogue  / ,Deathbird [shi'ar],14
Rogue  / ,Mr. Fantastic / Reed R,32
Rogue  / ,Black Knight V / Dane,15
Rogue  / ,Mirage Ii / Danielle M,23
Rogue  / ,Juggernaut / Cain Mark,11
Rogue  / ,Molecule Man / Owen Re,14
Rogue  / ,Usagent / Captain John,8
Rogue  / ,"Hudson, Heather",19
Rogue  / ,Stryfe,8
Rogue  / ,Dazzler Ii / Allison B,66
Rogue  / ,Hulk / Dr. Robert Bruce Banner,35
Rogue  / ,Thing / Benjamin J. Gr,44
Rogue  / ,Mockingbird / Dr. Barb,6
Rogue  / ,Iron Man Doppelgange,7
Rogue  / ,Puck / Eugene Milton J,16
Rogue  / ,Silhouette,5
Rogue  / ,Pharaoh Rama-tut,10
Rogue  / ,Wild Child / Kyle Gibn,6
Rogue  / ,Firestar / Angelica Jo,9
Rogue  / ,Jubilee / Jubilation L,46
Rogue  / ,Strong Guy / Guido Car,29
Rogue  / ,"Cortez, Fabian",8
Rogue  / ,Sub-mariner / Namor Ma,6
Rogue  / ,Thor / Dr. Donald Blak,24
Rogue  / ,Toad / Mortimer Toynbe,7
Rogue  / ,Magneto / Magnus / Eric,70
Rogue  / ,Storm / Ororo Munroe S,224
Rogue  / ,Eternity / Adam Qadmon,7
Rogue  / ,Thunderbird Ii / James,12
Rogue  / ,Spiral,9
Rogue  / ,Black King / Sebastian,11
Rogue  / ,Moon Knight / Marc Spe,6
Rogue  / ,Magik / Illyana Rasput,30
Zabu,Rogue  / ,5
Sauron / Dr. Karl Lyko,Rogue  / ,5
Beast / Henry &hank& P,Rogue  / ,104
Domino Iii / Beatrice / ,Rogue  / ,5
Siryn / Theresa Rourke,Rogue  / ,11
Lockheed,Rogue  / ,28
Uatu,Rogue  / ,9
"Fury, Col. Nicholas",Rogue  / ,15
Rictor / Julio Esteban,Rogue  / ,7
Caliban / ,Rogue  / ,12
Dr. Doom / Victor Von,Rogue  / ,22
Spider-man / Peter Parker,Rogue  / ,26
Galactus / Galan,Rogue  / ,21
"Richards, Franklin B",Rogue  / ,13
Dr. Octopus / Otto Oct,Rogue  / ,12
Daytripper / Amanda Se,Rogue  / ,9
Spider-woman Ii / Juli,Rogue  / ,13
Lilandra Neramani [s,Rogue  / ,17
Silver Surfer / Norrin,Rogue  / ,11
Binary / Carol Danvers,Rogue  / ,13
Psylocke / Elisabeth B,Rogue  / ,146
Lizard / Dr. Curtis Co,Rogue  / ,12
Thunderball / Dr. Elio,Rogue  / ,11
Ultron,Rogue  / ,10
Piledriver Ii / Brian,Rogue  / ,11
Bulldozer / Henry Camp,Rogue  / ,10
Angel / Warren Kenneth,Rogue  / ,75
Apocalypse / En Sabah,Rogue  / ,13
Gambit / Remy Lebeau,Rogue  / ,120
Destiny Ii / Irene Adl,Rogue  / ,18
"Hunter, Stevie",Rogue  / ,8
Corsair,Rogue  / ,10
Ch'od,Rogue  / ,8
Mam'selle Hepzibah,Rogue  / ,7
Quicksilver / Pietro M,Rogue  / ,20
Feral / Maria Callasan,Rogue  / ,5
Zero,Rogue  / ,5
Darkstar / Laynia Serg,Rogue  / ,5
X-man / Nathan Grey,Rogue  / ,8
Thunderstrike / Eric K,Rogue  / ,15
Bishop  / ,Rogue  / ,44
Cannonball Ii / Sam Gu,Rogue  / ,53
Warlock Iii,Rogue  / ,15
Sunspot / Roberto Daco,Rogue  / ,24
Boomer / Tabitha Smith,Rogue  / ,12
Tigra / Greer Nelson,Rogue  / ,6
Karma / Xi'an Coy Manh,Rogue  / ,7
Titania Ii / Mary Skee,Rogue  / ,9
Shatterstar Ii / Gavee,Rogue  / ,7
Captain Britain / Bria,Rogue  / ,5
Colossus Ii / Peter Ra,Rogue  / ,205
Daredevil / Matt Murdo,Rogue  / ,9
Wasp / Janet Van Dyne,Rogue  / ,27
Thanos,Rogue  / ,12
Aurora / Jeanne-marie,Rogue  / ,9
Speedball / Robbie Bal,Rogue  / ,10
Mr. Fantastic Doppel,Rogue  / ,7
Beyonder,Rogue  / ,11
Multiple Man / James A,Rogue  / ,19
Legion Ii / David Hall,Rogue  / ,11
Drax / Arthur Douglas,Rogue  / ,12
Nova Ii / Frankie Raye,Rogue  / ,9
Namorita / Nita Prenti,Rogue  / ,10
Darkhawk / Chris Powel,Rogue  / ,9
Colossus Ii Doppelga,Rogue  / ,6
Dr. Strange / Stephen,Rogue  / ,12
Scarlet Witch / Wanda,Rogue  / ,25
Black Widow / Natasha,Rogue  / ,14
Crystal [inhuman],Rogue  / ,9
Scanner Ii,Rogue  / ,6
Marrow / Sarah,Rogue  / ,48
Ka-zar / Kevin Plunder,Rogue  / ,5
White Queen / Emma Fro,Rogue  / ,7
"Cooper, Dr. Valerie",Rogue  / ,23
She-hulk / Jennifer Wa,Rogue  / ,33
Invisible Woman / Sue,Rogue  / ,32
Sasquatch / Walter Lan,Rogue  / ,20
Living Lightning / Mig,Rogue  / ,12
Northstar / Jean-paul,Rogue  / ,11
Cyclops / Scott Summer,Rogue  / ,121
Phoenix Iii / Rachel S,Rogue  / ,32
Magma / Amara Aquilla / ,Rogue  / ,12
Wonder Man / Simon Wil,Rogue  / ,27
Gamora,Rogue  / ,11
Moondragon / Heather D,Rogue  / ,15
Vision,Rogue  / ,28
Quasar Iii / Wendell V,Rogue  / ,13
Dr. Druid / Anthony Lu,Rogue  / ,11
"Harkness, Agatha",Rogue  / ,10
Warlock Ii / Adam Warl,Rogue  / ,11
Iceman / Robert Bobby,Rogue  / ,72
Thanos Doppelganger,Rogue  / ,10
Magus,Rogue  / ,13
Pip / Prince Gofern,Rogue  / ,9
Shaman / Michael Twoyo,Rogue  / ,12
Hercules [greek God],Rogue  / ,23
Nova / Richard Rider,Rogue  / ,19
Professor X / Charles,Rogue  / ,131
Wolfsbane / Rahne Sinc,Rogue  / ,33
Havok / Alex Summers,Rogue  / ,78
Marvel Girl / Jean Grey,Rogue  / ,91
Wolverine / Logan,Rogue  / ,232
Destiny Ii / Irene Adl,"Mactaggert, Moira Ki",6
Destiny Ii / Irene Adl,"Gyrich, Henry Peter",5
Destiny Ii / Irene Adl,"Cooper, Dr. Valerie",11
Destiny Ii / Irene Adl,Psylocke / Elisabeth B,6
Destiny Ii / Irene Adl,Dazzler Ii / Allison B,8
Destiny Ii / Irene Adl,"Summers, Madelyne Ma",8
Destiny Ii / Irene Adl,Longshot,5
Destiny Ii / Irene Adl,Forge,8
Destiny Ii / Irene Adl,Boomer / Tabitha Smith,5
Professor X / Charles,Destiny Ii / Irene Adl,8
Colossus Ii / Peter Ra,Destiny Ii / Irene Adl,11
Havok / Alex Summers,Destiny Ii / Irene Adl,6
Magneto / Magnus / Eric,Destiny Ii / Irene Adl,5
Cyclops / Scott Summer,Destiny Ii / Irene Adl,12
Spiral,Destiny Ii / Irene Adl,12
Iceman / Robert Bobby,Destiny Ii / Irene Adl,9
Beast / Henry &hank& P,Destiny Ii / Irene Adl,9
Angel / Warren Kenneth,Destiny Ii / Irene Adl,13
Leech,Destiny Ii / Irene Adl,5
Skids / Sally Blevins,Destiny Ii / Irene Adl,7
Marvel Girl / Jean Grey,Destiny Ii / Irene Adl,9
Firefist / Rusty Colli,Destiny Ii / Irene Adl,7
"Maddicks, Arthur Art",Destiny Ii / Irene Adl,6
Storm / Ororo Munroe S,Destiny Ii / Irene Adl,13
Wolverine / Logan,Destiny Ii / Irene Adl,10
Nightcrawler / Kurt Wa,Destiny Ii / Irene Adl,9
Shadowcat / Katherine,Destiny Ii / Irene Adl,10
Sub-mariner / Namor Ma,Drax / Arthur Douglas,6
Sub-mariner / Namor Ma,Hellcat / Patsy Walker,41
Sub-mariner / Namor Ma,Quasar Iii / Wendell V,24
Sub-mariner / Namor Ma,Forgotten One / Gilgam,6
Sub-mariner / Namor Ma,Hawk,49
Sub-mariner / Namor Ma,Hulk / Dr. Robert Bruce Banner,105
Sub-mariner / Namor Ma,Silver Surfer / Norrin,51
Sub-mariner / Namor Ma,"Harkness, Agatha",5
Sub-mariner / Namor Ma,Starfox / Eros,14
Sub-mariner / Namor Ma,She-hulk / Jennifer Wa,59
Sub-mariner / Namor Ma,"Ross, Gen. Thaddeus",9
Sub-mariner / Namor Ma,Northstar / Jean-paul,13
Sub-mariner / Namor Ma,Aurora / Jeanne-marie,15
Sub-mariner / Namor Ma,Shaman / Michael Twoyo,13
Sub-mariner / Namor Ma,Snowbird / Narya / Anne,16
Sub-mariner / Namor Ma,Captain Britain / Bria,5
Sub-mariner / Namor Ma,Gargoyle Ii / Isaac Ch,24
Sub-mariner / Namor Ma,Sasquatch / Walter Lan,9
Sub-mariner / Namor Ma,Sunfire / Shiro Yoshid,8
Sub-mariner / Namor Ma,Darkstar / Laynia Serg,6
Sub-mariner / Namor Ma,Professor X / Charles,11
Sub-mariner / Namor Ma,"Knight, Misty",22
Sub-mariner / Namor Ma,Loki [asgardian],10
Sub-mariner / Namor Ma,Daredevil / Matt Murdo,16
Sub-mariner / Namor Ma,Enchantress / Amora / He,5
Sub-mariner / Namor Ma,Iron Fist / Daniel Ran,14
Sub-mariner / Namor Ma,Ant-man Ii / Scott Har,24
Sub-mariner / Namor Ma,Lockjaw [inhuman],8
Sub-mariner / Namor Ma,"Watson-parker, Mary",5
Sub-mariner / Namor Ma,"Nelson, Franklin Fog",5
Sub-mariner / Namor Ma,"Dugan, Timothy Aloyi",6
Sub-mariner / Namor Ma,"Banner, Betty Ross T",11
Sub-mariner / Namor Ma,"Cage, Luke / Carl Luca",10
Sub-mariner / Namor Ma,"Wing, Colleen",19
Sub-mariner / Namor Ma,Pharaoh Rama-tut,7
Sub-mariner / Namor Ma,Dr. Doom / Victor Von,59
Sub-mariner / Namor Ma,Mephisto,8
Sub-mariner / Namor Ma,"Carter, Peggy",5
Sub-mariner / Namor Ma,"O'brien, Michael",5
Sub-mariner / Namor Ma,Red Skull / Johann Sch,11
Sub-mariner / Namor Ma,Iceman / Robert Bobby,17
Sub-mariner / Namor Ma,Puppet Master / Philli,7
Sub-mariner / Namor Ma,"Masters, Alicia Reis",13
Sub-mariner / Namor Ma,"Fury, Col. Nicholas",14
Sub-mariner / Namor Ma,Magneto / Magnus / Eric,14
Sub-mariner / Namor Ma,Maximus [inhuman],8
Sub-mariner / Namor Ma,"Norriss, Sister Barb",58
Sub-mariner / Namor Ma,Hellstorm / Daimon Hel,20
Sub-mariner / Namor Ma,Namorita / Nita Prenti,64
Sub-mariner / Namor Ma,Wolverine / Logan,24
Sub-mariner / Namor Ma,Shadowcat / Katherine,7
Sub-mariner / Namor Ma,Puck / Eugene Milton J,11
Sub-mariner / Namor Ma,"Hudson, Heather",10
Sub-mariner / Namor Ma,Binary / Carol Danvers,7
Sub-mariner / Namor Ma,Justice Ii / Vance Ast,7
Sub-mariner / Namor Ma,"Jones, Richard Milho",20
Sub-mariner / Namor Ma,Cyclops / Scott Summer,15
Cloak / Tyrone Johnson,Sub-mariner / Namor Ma,5
Punisher Ii / Frank Ca,Sub-mariner / Namor Ma,6
Mantis / ? Brandt,Sub-mariner / Namor Ma,6
Swordsman / Jacques Du,Sub-mariner / Namor Ma,6
Vision,Sub-mariner / Namor Ma,57
Nightcrawler / Kurt Wa,Sub-mariner / Namor Ma,7
Scarlet Witch / Wanda,Sub-mariner / Namor Ma,59
Nova / Richard Rider,Sub-mariner / Namor Ma,11
Black Bolt / Blackanto,Sub-mariner / Namor Ma,22
Zeus,Sub-mariner / Namor Ma,8
Wong,Sub-mariner / Namor Ma,18
Ghaur [deviant],Sub-mariner / Namor Ma,8
Marvel Girl / Jean Grey,Sub-mariner / Namor Ma,10
Beast / Henry &hank& P,Sub-mariner / Namor Ma,40
Thing / Benjamin J. Gr,Sub-mariner / Namor Ma,102
Nighthawk Ii / Kyle Ri,Sub-mariner / Namor Ma,36
Mockingbird / Dr. Barb,Sub-mariner / Namor Ma,17
Hogun [asgardian],Sub-mariner / Namor Ma,5
Karnak [inhuman],Sub-mariner / Namor Ma,19
Box Iv / Madison Jeffr,Sub-mariner / Namor Ma,5
Ka-zar / Kevin Plunder,Sub-mariner / Namor Ma,6
Captain America,Sub-mariner / Namor Ma,158
Guardian / James Macdo,Sub-mariner / Namor Ma,6
Wonder Man / Simon Wil,Sub-mariner / Namor Ma,38
Doc Samson / Dr. Leona,Sub-mariner / Namor Ma,12
Triton,Sub-mariner / Namor Ma,29
Vanguard / Nicolai Kry,Sub-mariner / Namor Ma,6
Warlock Ii / Adam Warl,Sub-mariner / Namor Ma,6
Firelord / Pyreus Kril,Sub-mariner / Namor Ma,5
Thunderstrike / Eric K,Sub-mariner / Namor Ma,8
Spider-man / Peter Parker,Sub-mariner / Namor Ma,46
Usagent / Captain John,Sub-mariner / Namor Ma,10
Speedball / Robbie Bal,Sub-mariner / Namor Ma,5
Dr. Strange / Stephen,Sub-mariner / Namor Ma,92
Lyja Lazerfist [skru,Sub-mariner / Namor Ma,22
Human Torch / Johnny S,Sub-mariner / Namor Ma,92
Thor / Dr. Donald Blak,Sub-mariner / Namor Ma,62
Tigra / Greer Nelson,Sub-mariner / Namor Ma,27
"Jameson, J. Jonah",Sub-mariner / Namor Ma,9
Odin [asgardian],Sub-mariner / Namor Ma,7
Fandral [asgardian],Sub-mariner / Namor Ma,5
Thena,Sub-mariner / Namor Ma,5
Invisible Woman / Sue,Sub-mariner / Namor Ma,102
Ant-man / Dr. Henry J.,Sub-mariner / Namor Ma,53
Wizard / Bentley Wittm,Sub-mariner / Namor Ma,5
"Stankowicz, Fabian",Sub-mariner / Namor Ma,6
Gorgon [inhuman],Sub-mariner / Namor Ma,21
Colossus Ii / Peter Ra,Sub-mariner / Namor Ma,13
Dr. Druid / Anthony Lu,Sub-mariner / Namor Ma,16
Uatu,Sub-mariner / Namor Ma,7
Death,Sub-mariner / Namor Ma,5
Angel / Warren Kenneth,Sub-mariner / Namor Ma,13
"Richards, Franklin B",Sub-mariner / Namor Ma,13
Medusa / Medusalith Am,Sub-mariner / Namor Ma,24
Clea,Sub-mariner / Namor Ma,22
Hyperion,Sub-mariner / Namor Ma,7
Attuma,Sub-mariner / Namor Ma,34
Storm / Ororo Munroe S,Sub-mariner / Namor Ma,11
Falcon / Sam Wilson,Sub-mariner / Namor Ma,14
"Le Fey, Morgan",Sub-mariner / Namor Ma,9
Firestar / Angelica Jo,Sub-mariner / Namor Ma,8
Sersi / Sylvia,Sub-mariner / Namor Ma,17
Sandman / William Bake,Sub-mariner / Namor Ma,11
Quicksilver / Pietro M,Sub-mariner / Namor Ma,20
Stingray / Dr. Walter,Sub-mariner / Namor Ma,29
Black Widow / Natasha,Sub-mariner / Namor Ma,20
Firebird / Bonita Juar,Sub-mariner / Namor Ma,6
Captain Marvel Ii / Mo,Sub-mariner / Namor Ma,44
Wasp / Janet Van Dyne,Sub-mariner / Namor Ma,70
Crystal [inhuman],Sub-mariner / Namor Ma,23
Rage / Elvin Daryl Hal,Sub-mariner / Namor Ma,9
"Jarvis, Edwin",Sub-mariner / Namor Ma,31
Spider-woman Ii / Juli,Sub-mariner / Namor Ma,6
Machine Man / X-51,Sub-mariner / Namor Ma,12
Hercules [greek God],Sub-mariner / Namor Ma,43
Darkhawk / Chris Powel,Sub-mariner / Namor Ma,5
Black Knight V / Dane,Sub-mariner / Namor Ma,50
Thanos,Sub-mariner / Namor Ma,7
Moondragon / Heather D,Sub-mariner / Namor Ma,17
"Parker, May",Sub-mariner / Namor Ma,7
Mr. Fantastic / Reed R,Sub-mariner / Namor Ma,86
Human Torch Android / ,Sub-mariner / Namor Ma,64
Nova / Richard Rider,Eternity / Adam Qadmon,9
Nova / Richard Rider,Black Cat / Felicia Ha,5
Nova / Richard Rider,Gambit / Remy Lebeau,9
Nova / Richard Rider,Scarlet Witch / Wanda,25
Nova / Richard Rider,White Queen / Emma Fro,6
Nova / Richard Rider,Cyclops / Scott Summer,23
Nova / Richard Rider,Invisible Woman / Sue,29
Nova / Richard Rider,Jack Of Hearts / Jack,5
Nova / Richard Rider,Iron Fist / Daniel Ran,7
Nova / Richard Rider,Silhouette,37
Nova / Richard Rider,Havok / Alex Summers,20
Nova / Richard Rider,Night Thrasher / Duane,74
Nova / Richard Rider,"Nelson, Franklin Fog",6
Nova / Richard Rider,Captain America,40
Nova / Richard Rider,Namorita / Nita Prenti,82
Nova / Richard Rider,"Fury, Col. Nicholas",13
Nova / Richard Rider,"Summers, Nathan Chri",5
Nova / Richard Rider,Thunderbird Ii / James,6
Nova / Richard Rider,Cannonball Ii / Sam Gu,5
Nova / Richard Rider,Nova Ii / Frankie Raye,9
Nova / Richard Rider,Angel / Warren Kenneth,17
Nova / Richard Rider,Silver Surfer / Norrin,16
Nova / Richard Rider,Wild Child / Kyle Gibn,6
Nova / Richard Rider,Iceman / Robert Bobby,18
Nova / Richard Rider,Moon Knight / Marc Spe,10
Nova / Richard Rider,Pharaoh Rama-tut,5
Nova / Richard Rider,Colossus Ii / Peter Ra,19
Nova / Richard Rider,Beetle / Abner Ronald,7
Nova / Richard Rider,"Cooper, Dr. Valerie",5
Nova / Richard Rider,Thanos Doppelganger,10
Nova / Richard Rider,Mr. Fantastic / Reed R,17
Nova / Richard Rider,Thor / Dr. Donald Blak,11
Nova / Richard Rider,Spider-man / Peter Parker,39
Nova / Richard Rider,Moondragon / Heather D,14
Nova / Richard Rider,Warlock Ii / Adam Warl,16
Nova / Richard Rider,Professor X / Charles,14
Nova / Richard Rider,Psylocke / Elisabeth B,18
Nova / Richard Rider,Hercules [greek God],30
Nova / Richard Rider,Human Torch / Johnny S,32
Nova / Richard Rider,Shaman / Michael Twoyo,8
Nova / Richard Rider,Pip / Prince Gofern,11
Nova / Richard Rider,Polaris / Lorna Dane,16
Nova / Richard Rider,"Harkness, Agatha",10
Nova / Richard Rider,Dr. Druid / Anthony Lu,10
Nova / Richard Rider,Sasquatch / Walter Lan,17
Nova / Richard Rider,Gamora,12
Nova / Richard Rider,Thanos,15
Nova / Richard Rider,Hulk / Dr. Robert Bruce Banner,29
Nova / Richard Rider,Speedball / Robbie Bal,78
Nova / Richard Rider,Thunderball / Dr. Elio,7
Uatu,Nova / Richard Rider,8
Cloak / Tyrone Johnson,Nova / Richard Rider,6
Firestar / Angelica Jo,Nova / Richard Rider,82
Beast / Henry &hank& P,Nova / Richard Rider,13
Thunderstrike / Eric K,Nova / Richard Rider,24
Vision,Nova / Richard Rider,29
Quasar Iii / Wendell V,Nova / Richard Rider,22
Multiple Man / James A,Nova / Richard Rider,10
Ant-man / Dr. Henry J.,Nova / Richard Rider,14
She-hulk / Jennifer Wa,Nova / Richard Rider,31
"Jarvis, Edwin",Nova / Richard Rider,8
Thing / Benjamin J. Gr,Nova / Richard Rider,36
Wasp / Janet Van Dyne,Nova / Richard Rider,11
Gee / Alex Power,Nova / Richard Rider,17
Dagger / Tandy Bowen,Nova / Richard Rider,5
Toad / Mortimer Toynbe,Nova / Richard Rider,5
Strong Guy / Guido Car,Nova / Richard Rider,17
Magus,Nova / Richard Rider,13
Dr. Doom / Victor Von,Nova / Richard Rider,8
Black Knight V / Dane,Nova / Richard Rider,12
Puck / Eugene Milton J,Nova / Richard Rider,9
"Hudson, Heather",Nova / Richard Rider,13
Northstar / Jean-paul,Nova / Richard Rider,6
Drax / Arthur Douglas,Nova / Richard Rider,15
Storm / Ororo Munroe S,Nova / Richard Rider,19
Hawk,Nova / Richard Rider,7
Usagent / Captain John,Nova / Richard Rider,10
Spider-woman Ii / Juli,Nova / Richard Rider,5
Iron Man Doppelgange,Nova / Richard Rider,7
Quicksilver / Pietro M,Nova / Richard Rider,9
Wolverine / Logan,Nova / Richard Rider,27
Wolfsbane / Rahne Sinc,Nova / Richard Rider,7
Living Lightning / Mig,Nova / Richard Rider,12
Crystal [inhuman],Nova / Richard Rider,6
Mr. Fantastic Doppel,Nova / Richard Rider,7
Wonder Man / Simon Wil,Nova / Richard Rider,28
"Richards, Franklin B",Nova / Richard Rider,5
Darkhawk / Chris Powel,Nova / Richard Rider,26
Colossus Ii Doppelga,Nova / Richard Rider,6
Dr. Strange / Stephen,Nova / Richard Rider,13
Black Widow / Natasha,Nova / Richard Rider,13
Rage / Elvin Daryl Hal,Nova / Richard Rider,28
Justice Ii / Vance Ast,Nova / Richard Rider,65
Daredevil / Matt Murdo,Nova / Richard Rider,14
Sandman / William Bake,Nova / Richard Rider,6
"Watson-parker, Mary",Nova / Richard Rider,7
Marvel Girl / Jean Grey,Nova / Richard Rider,19
Galactus / Galan,Nova / Richard Rider,12
Death,Nova / Richard Rider,5
Punisher Ii / Frank Ca,Nova / Richard Rider,10
Firestar / Angelica Jo,Ultron,7
Firestar / Angelica Jo,Triathlon / Delroy Gar,5
Firestar / Angelica Jo,Justice Ii / Vance Ast,114
Firestar / Angelica Jo,Hulk / Dr. Robert Bruce Banner,11
Firestar / Angelica Jo,Spider-man Clone / Ben,12
Firestar / Angelica Jo,Invisible Woman / Sue,24
Firestar / Angelica Jo,Dr. Druid / Anthony Lu,5
Firestar / Angelica Jo,White Queen / Emma Fro,11
Firestar / Angelica Jo,Falcon / Sam Wilson,8
Firestar / Angelica Jo,Namorita / Nita Prenti,66
Firestar / Angelica Jo,Captain America,58
Firestar / Angelica Jo,Havok / Alex Summers,7
Firestar / Angelica Jo,"Nelson, Franklin Fog",5
Firestar / Angelica Jo,Rage / Elvin Daryl Hal,34
Firestar / Angelica Jo,Moondragon / Heather D,9
Firestar / Angelica Jo,Silver Surfer / Norrin,10
Firestar / Angelica Jo,Colossus Ii / Peter Ra,10
Firestar / Angelica Jo,Black Widow / Natasha,17
Firestar / Angelica Jo,Hercules [greek God],18
Firestar / Angelica Jo,Speedball / Robbie Bal,62
Firestar / Angelica Jo,Angel / Warren Kenneth,8
Firestar / Angelica Jo,Spiral,5
Firestar / Angelica Jo,"Masters, Alicia Reis",6
Firestar / Angelica Jo,Daredevil / Matt Murdo,13
Firestar / Angelica Jo,Human Torch / Johnny S,24
Firestar / Angelica Jo,Night Thrasher / Duane,62
Firestar / Angelica Jo,Cannonball Ii / Sam Gu,7
Firestar / Angelica Jo,Thunderbird Ii / James,6
Firestar / Angelica Jo,Thor / Dr. Donald Blak,40
Firestar / Angelica Jo,Firebird / Bonita Juar,5
Firestar / Angelica Jo,Scarlet Witch / Wanda,49
Firestar / Angelica Jo,She-hulk / Jennifer Wa,17
Firestar / Angelica Jo,Moon Knight / Marc Spe,5
Firestar / Angelica Jo,Sersi / Sylvia,5
Firestar / Angelica Jo,Wonder Man / Simon Wil,41
Firestar / Angelica Jo,"Watson-parker, Mary",6
"Richards, Franklin B",Firestar / Angelica Jo,5
Beetle / Abner Ronald,Firestar / Angelica Jo,5
Thunderball / Dr. Elio,Firestar / Angelica Jo,5
"Jarvis, Edwin",Firestar / Angelica Jo,24
Black Knight V / Dane,Firestar / Angelica Jo,15
Binary / Carol Danvers,Firestar / Angelica Jo,11
