node,type
ASM:F&E 1,comic
ASM:F&E 2,comic
ASM:F&E 3,comic
ASM:F&E 4,comic
ASM:FO 1,comic
ASM:FO 2,comic
ASM:FO 3,comic
ASMODEUS,hero
ASM:PL,comic
ASMSS 1/2,comic
ASMSS 1/3,comic
ASMSS 1,comic
ASMU 10,comic
ASMU 11/2,comic
ASMU 11,comic
ASMU 12,comic
ASMU 13,comic
ASMU 14,comic
ASMU 15,comic
ASMU 16,comic
ASMU 17,comic
ASMU 18/3,comic
ASMU 18,comic
ASMU 1,comic
ASMU 20,comic
ASMU 22,comic
ASMU 5,comic
ASMU 6/2,comic
ASMU 6/3,comic
ASMU 6,comic
ASMU 7/2,comic
ASMU 7/3,comic
ASMU 7,comic
ASMU 8,comic
ASMU 9,comic
ASMV.W 1,comic
ASP II/CLEO,hero
ASPOT 20/2,comic
ASPOT 21/2,comic
ASPOT 21,comic
ASPOT 22/2,comic
ASPOT 22,comic
ASPOT 23/2,comic
ASPOT 23,comic
ASPOT 24/2,comic
ASPOT 24,comic
ASPOT 25/2,comic
ASPOT 25,comic
ASPOT 26/2,comic
ASPOT 26,comic
ASPOT 27/2,comic
ASPOT 27,comic
ASPOT 28/2,comic
ASPOT 28,comic
ASPOT 29/2,comic
ASPOT 29,comic
ASPOT 30,comic
ASPOT 31/2,comic
ASPOT 31,comic
ASPOT 32/2,comic
ASPOT 32,comic
ASPOT 33/2,comic
ASPOT 33,comic
ASPOT 34/2,comic
ASPOT 34,comic
ASPOT 35,comic
ASPOT 36,comic
ASPOT 37,comic
ASPOT 38,comic
ASPOT 39,comic
ASPOT 40,comic
ASS 1,comic
ASS 2,comic
ASSAULT/,hero
AST 3,comic
AST 4,comic
AST 5,comic
AST 6/4,comic
ASTARTE,hero
"ASTER, LUCIAN",hero
ASTONX 1,comic
ASTONX2 1,comic
ASTONX2 2,comic
ASTONX2 3,comic
ASTONX 2,comic
ASTONX 3,comic
ASTRA,hero
ASTRA II,hero
ASTROLOGER/,hero
ASTRONOMER,hero
"ASTROVIK, ARNOLD",hero
"ASTROVIK, NORMA",hero
ASYLUM/,hero
ASYLUM II/HENRIQUE M,hero
AT 10,comic
AT 11,comic
AT 1/2,comic
AT 12,comic
AT 13,comic
AT 15,comic
AT 16,comic
AT 17,comic
AT 18,comic
AT 19,comic
AT 1,comic
AT 20,comic
AT 21,comic
AT 2/2,comic
AT 22,comic
AT 23,comic
AT 24,comic
AT 25,comic
AT 26,comic
AT 27,comic
AT 28,comic
AT 2,comic
AT 30,comic
AT 31,comic
AT 3/2,comic
AT 32,comic
AT 33,comic
AT 34,comic
AT 35,comic
AT 36,comic
AT 3,comic
AT 4/2,comic
AT 4,comic
AT 5/2,comic
AT 5,comic
AT 6/2,comic
AT 6,comic
AT 7/2,comic
AT 7,comic
AT 8/2,comic
AT 8/3,comic
AT 8,comic
AT 9,comic
ATALANTA,hero
ATALON,hero
A:T,comic
A: TERM OBJ 2,comic
A:TERM OBJ 2,comic
A:TERM OBJ 3,comic
ATHENA [GREEK GOD],hero
"ATKINSON, MAJ. EDMON",hero
ATLAS,hero
ATLAS III,hero
ATOM SMASHER/,hero
ATOM-SMASHER/,hero
ATOM SMASHER II/,hero
"ATOR, GENERAL",hero
ATTRACTIVE LAD/AUNDR,hero
ATTUMA,hero
AT:WMB 1,comic
AT:WMB 2,comic
AUGUST PERSONAGE IN,hero
AUNTIE FREEZE/,hero
AUP 1,comic
AUP 2,comic
AUP 3,comic
AUP 4,comic
AUP 5,comic
AUP 6,comic
AURA/ANN HERD,hero
AURIC/,hero
AURORA DOPPELGANGER,hero
AURORA/JEANNE-MARIE,hero
AURORA | MUTANT X-VE,hero
"AUSTIN, GEN.",hero
"AUSTIN, SUSAN",hero
"AUSTIN, TERRY",hero
"AUTHIER, POLICE CHIE",hero
"AUTHIER, TRACY TRACE",hero
AUTHORITY/,hero
AUTOLYCUS,hero
AVALANCHE/DOMINIC PE,hero
AVANDALIA,hero
AVATAR,hero
AVATAR II/PRINCESS A,hero
AVF 10,comic
AVF 11,comic
AVF 12,comic
AVF 1,comic
AVF 2,comic
AVF 3,comic
AVF 4,comic
AVF 5,comic
AVF 6,comic
AVF 7,comic
AVF 8,comic
AVF 9,comic
AVIA,hero
AVIOS,hero
AVIUS,hero
"AVRIL, SALLY",hero
"AVRIL, YVETTE",hero
AWC 100/2,comic
AWC 4/2,comic
AWC 4/3,comic
AWC 4/5,comic
AWC 47,comic
AWC 48,comic
AWC 49,comic
AWC 4,comic
AWC 50,comic
AWC 51,comic
AWC 52,comic
AWC 5/3,comic
AWC 53,comic
AWC 5/4,comic
AWC 54,comic
AWC 5/5,comic
AWC 55,comic
AWC 56/2,comic
AWC 56,comic
AWC 57,comic
AWC 58,comic
AWC 59,comic
AWC 5,comic
AWC 60,comic
AWC 61,comic
AWC 6/2,comic
AWC 62,comic
AWC 6/3,comic
AWC 63,comic
AWC 6/4,comic
AWC 64,comic
AWC 65/2,comic
AWC 65,comic
AWC 66/2,comic
AWC 66,comic
AWC 67,comic
AWC 68,comic
AWC 69,comic
AWC 6,comic
AWC 70,comic
AWC 71,comic
AWC 7/2,comic
AWC 72,comic
AWC 7/3,comic
AWC 73,comic
AWC 7/4,comic
AWC 74,comic
AWC 7/5,comic
AWC 75,comic
AWC 76,comic
AWC 77,comic
AWC 78,comic
AWC 79,comic
AWC  7,comic
AWC 7,comic
AWC 80,comic
AWC 81,comic
AWC 82,comic
AWC 83,comic
AWC 84,comic
AWC 85,comic
AWC 86,comic
AWC 87,comic
AWC 88,comic
AWC 89,comic
AWC 90,comic
AWC 91,comic
AWC 92,comic
AWESOME ANDROID,hero
AXE/,hero
AXIS/,hero
"AYALA, AWILDA",hero
"AYALA, FILIPPO",hero
"AYALA, MRS.",hero
"AYALA, NESTOR",hero
AYESHA,hero
A'YIN,hero
AZAZEL,hero
AZAZEL II,hero
AZIR,hero
AZOPARDI,hero
AZOR,hero
AZRAEL,hero
AZURE,hero
BAAL,hero
BAAL II,hero
BACILLUS,hero
"BADALAMENTE, JESUS",hero
"BADALINO, LT. MICHAE",hero
"BAILEY, GAILYN",hero
"BAILEY, JOEY",hero
"BAILEY, SARA GREY",hero
"BAIRD, DR.",hero
"BAKER, ANNE-MARIE",hero
BAKER,hero
BALABAN/,hero
BALDER [ASGARDIAN],hero
"BALDWIN, JUSTIN",hero
"BALDWIN, MADELYNE MA",hero
"BALE, EMERSON",hero
"BALLANTINE, DEVON",hero
"BALLANTINE, KAYLA",hero
"BALLANTINE, MR.",hero
"BALLANTINE, MRS.",hero
BALOR,hero
BAMBI,hero
"BANCROFT, MARTINE",hero
BANDIT/,hero
"BANK, IRVING",hero
"BANKS, SHARON",hero
"BANNER, BETTY ROSS T",hero
"BANNERJEE, DR.",hero
"BANNON, LANCE",hero
BANSHEE 2013,hero
BANSHEE II,hero
BANSHEE/SEAN CASSIDY,hero
BANTAM/,hero
"BANTOCK, LT. OLIVER",hero
"BAPTISTE, TANTE MATT",hero
BARAK,hero
"BARBAROSSA, MARIO",hero
"BARBAROSSA, VINNIE",hero
BARBARUS,hero
BARIUM,hero
BARKER,hero
"BARKER, MATTHEW T.",hero
BARNACLE/,hero
"BARNETT, MIKE",hero
BARON BLOOD II/VICTO,hero
BARON BLOOD/JOHN FAL,hero
BARON BRIMSTONE/,hero
BARONESS ZEMO/HEIKE,hero
BARON MACABRE/,hero
BARON MORDO/KARL MOR,hero
BARON SAMEDI,hero
BARON STRUCKER/WOLFG,hero
BARON ZEBEK,hero
BARRACUDA/,hero
BARRAGE,hero
"BARRANCO, MARIA ESME",hero
"BARRENOS, OMAR",hero
B'ARR,hero
BARRIER/,hero
BARRINGTON,hero
"BARRON, RICK",hero
"BARROWS, WALTER",hero
"BARTLETT, STU",hero
"BARTON, SEN.",hero
BARTOS,hero
BASALLO/LAVA MEN KIN,hero
BASALTAR,hero
BASILISK/BASIL ELKS,hero
BASILISK II,hero
BASILISK III/,hero
BATAL/,hero
BATROC/GEORGES BATRO,hero
BATTERING RAM,hero
BATTERY/,hero
BATTLEAXE/,hero
BATTLEAXE II/JEROME,hero
"BATTLE, MONTGOMERY",hero
BATTLESTAR/LEMAR HOS,hero
BATWING/,hero
BAV-TEK,hero
"BAXTER, ABIGAIL",hero
BAXTER,hero
"BAXTER, NOAH",hero
"BAYLOR, FRANK",hero
BAYMAX,hero
"BAZIN, ALLEGRA",hero
"BAZIN, ANDREW",hero
"BAZIN, BRODERICK RIC",hero
"BAZIN, PHILLIPPE",hero
B&B 1,comic
B&B 2,comic
B&B 3,comic
B&B 4,comic
BCAT 1,comic
BCAT 2,comic
BCAT 3,comic
BCAT 4,comic
"BEACH, GINGER",hero
"BEACH, SPIDER",hero
"BEALE, ERIC",hero
BEAR/,hero
BEAST 1,comic
BEAST 2013,hero
BEAST 2,comic
BEAST 3,comic
BEAST DOPPELGANGER,hero
BEAST DOPPELGANGER I,hero
BEAST/HENRY &HANK& P,hero
"BEAUMONT, SPENCER",hero
BEAUTIFUL DREAMER,hero
BEAUTIFUL DREAMER II,hero
BEAUTY,hero
"BECKFORD, NOEL",hero
"BECKLEY, BENNY",hero
"BECKMAN, CHARLES",hero
"BECKMAN, JOSEPH",hero
"BECKMAN, LISA",hero
"BECKMAN, SARAH",hero
"BEDFORD, BRAD HULK",hero
BEDLAM II/OLISA KABA,hero
BEDLAM/JESSE AARONSO,hero
BEEFER,hero
BEEF/,hero
"BEERE, JASON",hero
BEETLE/ABNER RONALD,hero
BEETLE II/LEILA DAVI,hero
BEETLE ROBOT,hero
BEHEMOTH,hero
BELASCO,hero
BELDAME,hero
"BEL-DANN, GEN.",hero
"BELGRADE, DR. HORATI",hero
BELIAL,hero
BELLADONNA,hero
BELLAM,hero
BELLE,hero
"BELL, HERBERT",hero
BENAZA,hero
BENCHLEY,hero
"BENDIX, DR. ALBERT",hero
"BENEDICT, ANDREW",hero
BENEDICT,hero
BENGAL/,hero
"BENJAMIN, BYRON",hero
"BENNETT, DANNY",hero
"BENNETT, MITCH",hero
"BENNING, VERONICA",hero
"BENNY, JAKE",hero
"BENTLEY, MILES",hero
"BENTLEY, VICTORIA",hero
"BENTON, TERRY",hero
"BENWAY, DR.",hero
"BERDITCHEV, ITZHAK",hero
BEREET,hero
"BERENGHETTI, MICHAEL",hero
"BERENGHETTI, SUSAN",hero
"BERGER, PROF.",hero
"BERGIER, REBECCA",hero
"BERGLUND, GEN.",hero
"BERKELEY, TRAVIS",hero
"BERMAN, ADAM",hero
BERNARD THE POET,hero
"BERNHARD, CLARICE",hero
BERNIE,hero
"BERNSTEIN, DR. NOAH",hero
"BERNSTEIN, EMMA WEBS",hero
BERSERKER,hero
BERSERKER II,hero
BERSERKER III,hero
BERTRAM,hero
BERYL,hero
BERYLLIUM,hero
BEST OF MARVEL COMIC,comic
BETA RAY BILL,hero
BETA RAY BILL | MUTA,hero
"BETELHEIM, NORMA",hero
BETTY-6,hero
BEVATRON/,hero
"BEYNON, DR. BRADLEY",hero
BEYONDER,hero
BEYONDER | MUTANT X-,hero
BFF:BGL 1,comic
BFF:BGL 2,comic
BFF:BGL 3,comic
BFF:RR 1,comic
BFF:RR 2,comic
BFF:RR 3,comic
BFF:S 1,comic
BFF:S 2,comic
BFF:S 3,comic
BG 1,comic
BG 2,comic
BG 3,comic
BG 4,comic
BG 5,comic
B'GON,hero
BHOOD 1,comic
BHOOD 2,comic
BIANDU,hero
BI-BEAST,hero
BI-BEAST II,hero
BIG BEN/,hero
BIG BERTHA/ASHLEY CR,hero
BIG CASINO/,hero
"BIGGERS, MELVIN",hero
BIG MAN/FREDERICK FO,hero
BIG ONE/KENJIRO SASA,hero
BILE/,hero
"BILLUPS, AGENT",hero
BINARY/CAROL DANVERS,hero
BINARY | MUTANT X-VE,hero
BIOHAZARD,hero
BIOHAZARD II/FLETCHE,hero
BIRDBRAIN,hero
BIRD MAN/HENRY HAWK,hero
BIRD MAN III/,hero
"BIRD, TUESDAY",hero
BIRDY,hero
BISHOP /,hero
BISON/BILLY KITSON,hero
BITMAP/,hero
BIZADV 25/3,comic
BIZADV 25,comic
BIZADV 27/2,comic
BIZADV 27/3,comic
BIZ ADV 27,comic
BIZADV 27,comic
BIZADV 28/4,comic
BIZADV 28,comic
BIZADV 31/3,comic
BIZADV 32/4,comic
BIZADV 32,comic
BIZADV 33/4,comic
BIZADV 33,comic
BIZADV 34/2,comic
BIZEN,hero
BK 1,comic
BK2 1,comic
BK2 2,comic
BK2 3,comic
BK2 4,comic
BK 2,comic
BK 3,comic
BK 4,comic
BK 5,comic
BK:E,comic
"B'KOSA, GEN. JONATHA",hero
BLACK AVENGER/JERRY,hero
BLACKBALL,hero
BLACKBIRD/,hero
BLACKBODY,hero
BLACK BOLT/BLACKANTO,hero
BLACK BOLT | MUTANT,hero
BLACK BRIGADE,hero
"BLACK, CAL",hero
BLACK CAT/FELICIA HA,hero
BLACK CRANE/,hero
BLACK CROW/JESSE BLA,hero
"BLACK, CYRUS",hero
BLACK DEATH/DR. IVAN,hero
BLACK FOX II/,hero
BLACK FOX/ROBERT W.,hero
BLACK GOLIATH/DR. WI,hero
BLACKHEART,hero
BLACK HOLE/MORTON KI,hero
BLACKJACK/,hero
BLACK KING/SEBASTIAN,hero
BLACK KNIGHT III/EOB,hero
BLACK KNIGHT II/SIR,hero
BLACK KNIGHT IV DOPP,hero
BLACK KNIGHT IV/PROF,hero
BLACK KNIGHT/SIR PER,hero
BLACK KNIGHT V/DANE,hero
BLACK KNIGHT V DOPPE,hero
BLACK KNIGHT VI/PROF,hero
BLACK KNIGHT V STATU,hero
BLACK LAMA,hero
BLACK MAMBA/TANYA SE,hero
BLACK MARIAH,hero
BLACK MARVEL/DAN LYO,hero
BLACK MORAY,hero
BLACK MOUNTAIN/KUROY,hero
BLACKOUT II/,hero
BLACKOUT/MARCUS DANI,hero
BLACK PANTHER | MUTA,hero
BLACK PANTHER/T'CHAL,hero
BLACK RAAZER/,hero
BLACK RACER/,hero
"BLACK, RACHEL",hero
BLACK RAZER,hero
"BLACKSHEAR, JONAS",hero
BLACK SPECTRE/CARSON,hero
BLACK TALON/DESMOND,hero
BLACK TALON III,hero
BLACK TALON II/SAMUE,hero
BLACK TARANTULA II/C,hero
BLACK TARANTULA/LAMU,hero
BLACK TOM CASSIDY,hero
BLACKWELL,hero
BLACK WIDOW DOPPELGA,hero
BLACK WIDOW II/YELEN,hero
BLACK WIDOW | MUTANT,hero
BLACK WIDOW/NATASHA,hero
BLACKWING II/,hero
BLACKWING/JOSEPH MAN,hero
"BLACKWOOD, JENNY",hero
BLACKWULF,hero
BLADE 1,comic
BLADE,comic
BLADE/,hero
"BLAIR, CALEY",hero
"BLAIRE, CARTER",hero
"BLAKE, BECKY",hero
"BLAKE, DR. DONALD (C",hero
"BLAKE, DR. DONALD",hero
"BLAKE, EMILY",hero
"BLAKE, KENT",hero
"BLANDING, ANDREW",hero
"BLANDING, HALEY",hero
"BLANDING, MRS.",hero
BLAQUESMITH,hero
BLARE/,hero
BLASTAAR,hero
BLASTING CAP/,hero
"BLAZE, CRAIG",hero
"BLAZE, EMMA",hero
"BLAZE, ROXANNE SIMPS",hero
BLAZING SKULL/MARK T,hero
BLDR 1,comic
BLDR 2,comic
BLDR 3,comic
BLDR 4,comic
"BLESSING, MORGANA",hero
BLIND AL/ALTHEA,hero
BLINDSIDE II/BOBBI C,hero
"BLINK/FERGUSON, CLAR",hero
"BLISS, BONNIE",hero
BLISS,hero
"BLISS, MISS",hero
BLITZIANA,hero
BLITZKRIEG/,hero
BLIZZARD II/DONALD G,hero
BLIZZARD/PROF. GREGO,hero
BLOB/FRED J. DUKES,hero
BLOCKADE/DEXTER PARI,hero
BLOCKBUSTER/,hero
BLOCKBUSTER II,hero
BLOCKBUSTER III/MICH,hero
BLOKE/MICKEY TORK,hero
BLOK,hero
BLONDE PHANTOM 12,comic
BLONDE PHANTOM 13,comic
BLONDE PHANTOM 14,comic
BLOODAXE/JACKIE LUKU,hero
BLOOD BROTHERS,hero
BLOODHOUND/,hero
BLOODLUST,hero
BLOODSCREAM,hero
BLOODSHED/WYNDELL DI,hero
BLOOD SPIDER/,hero
BLOODSTONE/ULYSSES B,hero
BLOODSTORM | MUTANT,hero
BLOODSTRIKE/ERIC CON,hero
BLOOD-TIDE,hero
"BLOODVESSEL, BUSTA",hero
BLOODWING [SHI'AR],hero
BLOOD WRAITH/SEAN DO,hero
BLOODWRAITH/SEAN DOL,hero
BLOODY BESS,hero
BLOODY MARY,hero
"BLOTT, BRIGADIER INK",hero
BLOWTORCH/,hero
BLUDGEON/,hero
BLUE BULLET/PROF. JO,hero
BLUE DIAMOND/PROFESS,hero
BLUE SHIELD/JOSEPH J,hero
BLUE STREAK/,hero
BLUNT,hero
BLUR,hero
BLURRY,hero
BOAK,hero
BOBCAT/,hero
BODYBAG,hero
"BOERKE, MAYOR",hero
BOGATYR/MIKULA GOLUB,hero
"BOGGS, MORDECAI P.",hero
BOLERO/,hero
"BOLT, COUNCILMAN AND",hero
BOLT II/CHRIS BRADLE,hero
BOLT/LAWRENCE EVANS,hero
BOMBADIER/,hero
BOMBLAST/,hero
BOMBSHELL/,hero
BOND,hero
BONEBREAKER/,hero
BONES/ELIZABETH BLIS,hero
BONITA,hero
BOOBYTRAP/,hero
BOOKWORM/NELSON GRUB,hero
BOOMERANG/FRED MYERS,hero
BOOMER/TABITHA SMITH,hero
BOOMSLANG/,hero
BOONE,hero
BORA,hero
BORAKU,hero
BORROB,hero
"BORROUGHS, CHARLES C",hero
"BOSCO, ELAINE",hero
BOSHLOVOR,hero
"BOUDREAUX, BELLA DON",hero
"BOUDREAUX, MARIUS",hero
BOULDER/,hero
BOUNCER,hero
BOUNTY,hero
BOUNTY II,hero
BOVA,hero
"BOWDEN, DENNIS",hero
"BOWEN, FATHER MICHAE",hero
"BOWMAN, MAJ.",hero
BOX II/JERRY JAXXON,hero
BOX IV/MADISON JEFFR,hero
BOX/ROGER BOCHS,hero
"BOYD, TWO-FISTED TOM",hero
BP 10,comic
BP 11,comic
BP 12,comic
BP 13,comic
BP 14,comic
BP 15,comic
BP 1,comic
BP2 1,comic
BP2 2,comic
BP2 3,comic
BP2 4,comic
BP 2,comic
BP3 10,comic
BP3 11,comic
BP3 12,comic
BP3 13,comic
BP3 14,comic
BP3 15,comic
BP3 16,comic
BP3 17,comic
BP3 18,comic
BP3 19/2,comic
BP3 19,comic
BP3 1,comic
BP3 20,comic
BP3 21,comic
BP3 22,comic
BP3 23,comic
BP3 24,comic
BP3 25,comic
BP3 26,comic
BP3 27,comic
BP3 28,comic
BP3 29,comic
BP3 2,comic
BP3 30,comic
BP3 31,comic
BP3 32,comic
BP3 33,comic
BP3 34,comic
BP3 3,comic
BP3 4,comic
BP3 5,comic
BP3 6,comic
BP3 7,comic
BP3 8,comic
BP3 9,comic
BP 3,comic
BP 4,comic
BP 5,comic
BP 6,comic
BP 7,comic
BP 8,comic
BP 9,comic
"BRADDOCK, ELIZABETH",hero
"BRADDOCK, JAMES",hero
"BRADDOCK, JAMES JR.",hero
"BRADDOCK, JOHN",hero
"BRADLEY, CARRIE",hero
"BRADLEY, HANK",hero
"BRADLEY, JESSICA",hero
BRAHAMS,hero
BRAHMANES,hero
BRAIN CELL/,hero
BRAINCHILD,hero
BRAIN DRAIN/WERNER S,hero
BRAINSTORM/,hero
BRAINY,hero
"BRAITHWAITE, JUDGE R",hero
BRAMER,hero
"BRANDEIS, CAMMY",hero
"BRANDEIS, LIZ PARRIS",hero
"BRANDEIS, PROF. HENR",hero
"BRANDT, ELLEN",hero
"BRANNEX, ALLESSANDRO",hero
BRANNEX,hero
BRANSON,hero
BRASS BISHOP/,hero
BRASS/SEAN WATANABE,hero
BRAWLER,hero
"BRAWN, HUNTER",hero
"BRAWN, TRISTAN",hero
BREAKER/RAAK,hero
BREEGAN,hero
BRES,hero
"BREWER, AMY",hero
"BREWER, DR. MELINDA",hero
"BRICKFORD, CLAY",hero
"BRICKMAN, GLORIA",hero
"BRICKMAN, SEN. MILES",hero
"BRIDGE, GEORGE WASHI",hero
"BRIGGS, AGENT",hero
"BRIGGS, AGENT STEPHA",hero
BRIGHTSWORD/CARTER D,hero
BRIGHTWIND,hero
"BRINKE, NIOMI",hero
BRIQUETTE/,hero
BROADSIDE,hero
"BROGIN, BULL",hero
BROKEN MAN,hero
BROKER,hero
BROMINE,hero
"BROMWELL, DR.",hero
BRONA,hero
"BROOKS, ANNA",hero
BROOP,hero
BROTHER AXE,hero
BROTHER CAESAR,hero
BROTHER ROYAL,hero
BROTHERS GRIMM,hero
BROTHERS GRIMM II/BA,hero
BROTHER STEPHEN,hero
BROTHER TODE,hero
BROTHER VIRGIL,hero
BROTHER VOODOO/DANIE,hero
BROTHER VOODOO | MUT,hero
BROTHER WONDERFUL/DR,hero
"BROWN, ABE",hero
"BROWN, FRANK",hero
"BROWN, LAURA",hero
"BROWN, MINDY MCPHERS",hero
BROWSER,hero
"BRUKNER, DR. FRANK",hero
"BRUKNER, ILANEY",hero
BRUNNHILDE/MCM-XLI (,hero
BRUNO,hero
BRUTACUS,hero
BRUTE II/,hero
BRUTE | MUTANT X-VER,hero
BRUTE/REED RICHARDS,hero
BRUTO THE STRONGMAN/,hero
BRUTUS,hero
BRUTUS II,hero
BRUTUS KLOR,hero
"BRYCE, ARCHER",hero
BSHP 1,comic
BSHP2 10,comic
BSHP2 11,comic
BSHP2 12/2,comic
BSHP2 12,comic
BSHP2 13,comic
BSHP2 14,comic
BSHP2 15,comic
BSHP2 16,comic
BSHP2 1,comic
BSHP2 2,comic
BSHP2 3,comic
BSHP2 4,comic
BSHP2 5,comic
BSHP2 6,comic
BSHP2 7,comic
BSHP2 8,comic
BSHP2 9,comic
BSHP 2,comic
BSHP 3,comic
BSHP 4,comic
"BUCHANAN, SAM",hero
"BUCHETTO, SALVATORE",hero
"BUCHOVITZ, STANLEY &",hero
"BUCKMAN, EDWARD",hero
"BUCKNER, GRANT",hero
BUCKY/BUCKY BARNES,hero
BUCKY II/FRED DAVIS,hero
BUCKY VI/,hero
BUCKY VII/RIKKI BARN,hero
BUEL,hero
BUG,hero
"BUKOWSKI, BUCK",hero
BULLDOZER/HENRY CAMP,hero
BULLET BIKER,hero
BULLET,hero
BULL,hero
BULLSEYE,hero
BULLSEYE II/BENJAMIN,hero
BULLSEYE | MUTANT X-,hero
BULWARK/,hero
BUMPKIN,hero
"BUMPO, MR.",hero
"BUNYAN, PAUL",hero
"BURGOS, CARL",hero
"BURKE, GWYNETH",hero
BURKE,hero
"BURKE, JACK",hero
"BURKE, JOB",hero
"BURKE, RICKY",hero
"BURKE, THERESA TRACY",hero
"BURLEY, MIKE",hero
"BURLINGAME, CALVIN",hero
BURNING PUDDLE,hero
"BURR, CLAYTON",hero
"BURRTHROP, T. BARTON",hero
BURST/,hero
"BUSH, GEORGE",hero
"BUSHKIN, BARNEY",hero
"BUSHMAN, RAOUL",hero
BUSHMASTER II/QUINCY,hero
BUSHMASTER/JOHN MCIV,hero
BUSHWACKER/CARL,hero
"BUSIEK, KURT",hero
BUTCH,hero
BUTTERFLY,hero
BUTTONS,hero
BUX,hero
BUZZARD,hero
BUZZ,hero
BW 1,comic
BW2 1,comic
BW2 2,comic
BW 2,comic
BW 3,comic
BW:CW,comic
"BYRD, NATHANIEL ALEX",hero
"BYRD, SEN. HARRINGTO",hero
BYREL,hero
"BYRNE, JOHN",hero
"BYRNES, GAYLE WATSON",hero
"BYRNES, TIM",hero
BYRRAH [ATLANTEAN],hero
BYRRAH | HEROES REBO,hero
C 1,comic
C2 13,comic
C2 14,comic
C2 15,comic
C2 16,comic
C2 17,comic
C2 18,comic
C2 19,comic
C2 20,comic
C2 21,comic
C2 22,comic
C2 23,comic
C2 24,comic
C2 25,comic
C2 26,comic
C2 27,comic
C2 28,comic
C2 29,comic
C2 30,comic
C2 31,comic
C2 33,comic
C2 34,comic
C2 35,comic
C2 38,comic
C2 39,comic
C2 43,comic
C2 47,comic
C2 48,comic
C2 49,comic
C2 50,comic
C2 51,comic
C2 52,comic
C2 53,comic
C2 54,comic
C2 55,comic
C2 56,comic
C2 57,comic
C2 58,comic
C2 59,comic
C2 60,comic
C2 61,comic
C2 62,comic
C2 63,comic
C2 64,comic
C2 65,comic
C2 66,comic
C2 67,comic
C2 68,comic
C2 69,comic
C2 70,comic
C2 71,comic
C2 72,comic
C2 73,comic
C2 74,comic
C2 75,comic
C2 76,comic
C2 77,comic
C2 78,comic
C2 79,comic
C2 7,comic
C2 80,comic
C2 81,comic
C2 82,comic
C2 83,comic
C2 84,comic
C2 85,comic
C2 86,comic
C2 87,comic
C2 88,comic
C2 89,comic
C2 90,comic
C2 91,comic
C2 92,comic
C2 93,comic
C2 94,comic
C2 95,comic
C2 '98,comic
C2 '99,comic
C 2,comic
CA '00/2,comic
CA '00,comic
CA 100,comic
CA 101,comic
CA 10/2,comic
CA 102,comic
CA 10/3,comic
CA 103,comic
CA 10/4,comic
CA 104,comic
CA 10/5,comic
CA 105,comic
CA 106,comic
CA 107,comic
CA 108,comic
CA 109,comic
CA 10,comic
CA 110,comic
CA 111,comic
CA 11/2,comic
CA 112,comic
CA 11/3,comic
CA 113,comic
CA 11/4,comic
CA 114,comic
CA 115,comic
CA 116,comic
CA 117,comic
CA 118,comic
CA 119,comic
CA 11,comic
CA 120,comic
CA 121,comic
CA 122,comic
CA 123,comic
CA 124,comic
CA 125,comic
CA 126,comic
CA 127,comic
CA 128,comic
CA 129,comic
CA 130,comic
CA 131,comic
CA 132,comic
CA 133,comic
CA 134,comic
CA 135,comic
CA 136,comic
CA 137,comic
CA 138,comic
CA 139,comic
CA 13,comic
CA 140,comic
CA 141,comic
CA 142,comic
CA 143,comic
CA 144,comic
CA 145,comic
CA 146,comic
CA 147,comic
CA 148,comic
CA 149,comic
CA 150,comic
CA 151,comic
CA 152,comic
CA 153,comic
CA 154,comic
CA 155,comic
CA 156,comic
CA 157,comic
CA 158,comic
CA 159,comic
CA 160,comic
CA 161,comic
CA 162,comic
CA 163,comic
CA 164,comic
CA 165,comic
CA 166,comic
CA 167,comic
CA 168,comic
CA 169,comic
CA 170,comic
CA 171,comic
CA 172,comic
CA 173,comic
CA 174,comic
CA 175,comic
CA 176,comic
CA 177,comic
CA 178,comic
CA 179,comic
CA 180,comic
CA 181,comic
CA 182,comic
CA 183,comic
CA 184,comic
CA 185,comic
CA 186,comic
CA 187,comic
CA 188,comic
CA 189,comic
CA 190,comic
CA 191,comic
CA 192,comic
CA 193,comic
CA 194,comic
CA 195,comic
CA 196,comic
CA 197,comic
CA 198,comic
CA 199,comic
CA 200,comic
CA 201,comic
CA 202,comic
CA 203,comic
CA 204,comic
CA 205,comic
CA 206,comic
CA 207,comic
CA 208,comic
CA 209,comic
CA 210,comic
CA2 10,comic
CA 211,comic
CA2 11,comic
CA 212,comic
CA2 12,comic
CA 213,comic
CA 214,comic
CA 215,comic
CA 216,comic
CA 217,comic
CA 218,comic
CA 219,comic
CA2 1,comic
CA 220/2,comic
CA 220,comic
CA 221/2,comic
CA 221,comic
CA 222,comic
CA 223,comic
CA 224,comic
CA 225,comic
CA 226,comic
CA 227,comic
CA 228,comic
CA 229,comic
CA2 2,comic
CA 230,comic
CA 231,comic
CA 232,comic
CA 233,comic
CA 234,comic
CA 235,comic
CA 236,comic
CA 237,comic
CA 238,comic
CA 239,comic
CA2 3,comic
CA 240,comic
CA 241,comic
CA 242,comic
CA 243,comic
CA 244,comic
CA 245,comic
CA 246,comic
CA 247,comic
CA 248,comic
CA 249,comic
CA2 4,comic
CA 250,comic
CA 251,comic
CA 252,comic
CA 253,comic
CA 254,comic
CA 255,comic
CA 256,comic
CA 257,comic
